Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Senecio Forest, Moutains of the Moon",Eliot Elisofon,1717,"(American, 1911–1973)",(American),(1911),(1973),(male),1951,Dye transfer print,"13 5/8 × 9 3/4"" (34.7 × 50.1 cm)",Gift of the artist,157.1959,Photograph,Photography,1959-04-22,Y,47004,https://www.moma.org/collection/works/47004,https://www.moma.org/media/W1siZiIsIjIwMDIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a5f3c40478ed8ac9,,,,,34.7,,,50.1,,
Tailpiece (page 70) from LES JUIFVES,Léon Zack,6532,"(French, 1892–1980)",(French),(1892),(1980),(male),1948,"Wood engraving, printed in color","irreg. composition  2 3/16 x 2 3/8"" (5.6 x 6.1 cm)",The Louis E. Stern Collection,1096.1964.A12,Illustrated Book,Drawings & Prints,1964-10-06,N,31571,,,,,,,5.6,,,6.1,,
"IITRI Engineering Research Building, Chicago, IL (Detail. Elevation, plan. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1944—1952,"Colored pencil (red, yellow) on note paper",(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR4401.113,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,454691,,,,,,,,,,,,
Chuck Taylor All Stars sneakers,Converse,50045,"(American, founded 1908)",(American),(1908),(0),(),1952–1955,Cotton canvas and rubber,"each: 6 × 12 1/4 × 4 1/4"" (15.2 × 31.1 × 10.8 cm)",Gift of the Roy and Niuta Titus Foundation,82.2018.a-b,Design,Architecture & Design,2018-02-12,Y,275379,https://www.moma.org/collection/works/275379,,,,10.79502159,,15.2400304801,,,31.1150622301,,
Headpiece (page 27) from SAGESSE,Maurice Denis,1492,"(French, 1870–1943)",(French),(1870),(1943),(male),1889-1911,,"composition  1 7/16 x 6 1/16"" (3.7 x 15.4 cm)",Curt Valentin Bequest (by exchange),160.1975.21,Illustrated Book,Drawings & Prints,1975-05-09,N,12403,,,,,,,3.7,,,15.4,,
Untitled from Letters,Micha Ullman,49125,"(Israeli, born 1939)",(Israeli),(1939),(0),(male),1992,One from a bound album of ten etchings,"plate: 6 1/8 × 7 11/16"" (15.6 × 19.6 cm); page: 10 13/16 × 10 5/8"" (27.4 × 27 cm)",Gift of Jacob and Yael Samuel,1735.2015.9,Illustrated Book,Drawings & Prints,2015-10-27,Y,200213,https://www.moma.org/collection/works/200213,https://www.moma.org/media/W1siZiIsIjM0MzU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e05f824595f3ef92,,,,,15.6,,,19.6,,
Untitled from The New Realists (Les Nouveaux réalistes),Daniel Spoerri,5569,"(Swiss, born Romania. 1930)",(Swiss),(1930),(0),(male),1973,"Photolithograph, folded and hinged to create a pop- up effect, with matchstick collage","composition (opened): 5 9/16 × 27 × 26 15/16"" (14.2 × 68.6 × 68.5 cm); composition (closed): 19 1/8 × 19 1/8"" (48.5 × 48.5 cm)",Walter Thayer Bequest,291.1989.11,Print,Drawings & Prints,1989-10-12,Y,66204,https://www.moma.org/collection/works/66204,,,,68.5,,14.2,,,68.6,,
"Imperial Hotel, Tokyo (Section through the cabaret, auditorium, and banquet hall)",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1913–1923,"Ink, pencil, and colored pencil on drafting cloth","58 × 40 3/4"" (147.3 × 103.5 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.1509.674,Frank Lloyd Wright Archive,Architecture & Design,,N,200912,,,,,0.0,,147.3202946406,,,103.5052070104,,
"Sketchbook: El Golea, II",Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1948,Ink on paper,"7 1/8 x 3 5/8"" (18.1 x 9.2 cm)",Gift of the artist,1333.1968.107,Drawing,Drawings & Prints,1968-10-10,Y,85193,https://www.moma.org/collection/works/85193,https://www.moma.org/media/W1siZiIsIjI5MTAzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4e60b9aa0f7bf8d,,,,,18.0975,,,9.2075,,
Boy,Paul Strand,5685,"(American, 1890–1976)",(American),(1890),(1976),(male),1953,Gelatin silver print,"5 7/8 × 4 5/8"" (15 × 11.8 cm)",Purchase,226.1957,Photograph,Photography,1957-10-09,Y,49114,https://www.moma.org/collection/works/49114,https://www.moma.org/media/W1siZiIsIjIwODUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea5359a38b36e0d0,,,,,15.0,,,11.8,,
Jardin Luxembourg. Monument de Delacroix,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1902,Albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.4522,Photograph,Photography,1968-03-06,Y,42793,https://www.moma.org/collection/works/42793,https://www.moma.org/media/W1siZiIsIjMwMTM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4da0cca712c10366,,,,,,,,,,
I cinque centri from Insicuro Noncurante,Alighiero Boetti,630,"(Italian, 1940–1994)",(Italian),(1940),(1994),(male),1966-75,One from a portfolio of eighty two mixed media prints,"each: 21 5/8 x 17 11/16"" (55 x 45 cm)",Committee on Prints and Illustrated Books Fund with support from Marie-Josée and Henry R. Kravis,898.2010.66,Print,Drawings & Prints,2010-11-10,Y,157033,https://www.moma.org/collection/works/157033,https://www.moma.org/media/W1siZiIsIjI0MTAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a429d39f73c69ce9,,,,,55.0,,,45.0,,
No. 54,Julije Knifer,30437,"(Croatian, 1924–2004)",(Croatian),(1924),(2004),(male),1960,Pencil on paper,"9 × 6 1/2"" (22.9 × 16.5 cm)",Gift of the Estate of Julije Knifer,1293.2016,Drawing,Drawings & Prints,2016-11-14,Y,216355,https://www.moma.org/collection/works/216355,https://www.moma.org/media/W1siZiIsIjM5Njg3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82b1805bf6711747,,,,,9.0,,,6.5,,
Untitled (7),Diane Arbus,208,"(American, 1923–1971)",(American),(1923),(1971),(female),1970-71,"Gelatin silver print, printed by Neil Selkirk","Image: 14 9/16 × 14 5/8"" (37 × 37.1 cm)
Sheet: 20 × 16"" (50.8 × 40.6 cm)
",Celeste Bartos Fund,336.1972,Photograph,Photography,1972-11-21,Y,51095,https://www.moma.org/collection/works/51095,https://www.moma.org/media/W1siZiIsIjU1Mzg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fc375f2164f8f307,,,,,36.9888239776,,,37.1475742951,,
London Transport poster,Unidentified Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),1900-1943,Poster,,Gift of G. E. Kidder Smith,389.1943,Design,Architecture & Design,1943-05-12,N,6810,,,,,,,,,,,,
"Blond Woman, Asbury Park, New Jersey",Judith Joy Ross,5030,"(American, born 1946)",(American),(1946),(0),(female),1990,Gelatin silver printing-out-paper print,"9 11/16 × 7 11/16"" (24.6 × 19.5 cm)",Gift of Heidi and Richard Rieger,1960.2008,Photograph,Photography,2008-11-12,Y,93563,https://www.moma.org/collection/works/93563,https://www.moma.org/media/W1siZiIsIjE2NTQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=66afb1ba6544afca,,,,,25.4000508001,,,20.3200406401,,
"The Impossible, III",Maria Martins,3767,"(Brazilian, 1894–1973)",(Brazilian),(1894),(1973),(female),1946,Bronze,"31 1/2 x 32 1/2 x 21"" (80 x 82.5 x 53.3 cm)",Purchase,138.1946,Sculpture,Painting & Sculpture,1946-05-07,Y,81011,https://www.moma.org/collection/works/81011,https://www.moma.org/media/W1siZiIsIjE1Mjg1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b99e38158cb41b08,,,53.3,,80.0,,,82.5,,
The Story of my Life and Friends as Told by Snapshots from Fourteen On,Blanche Parker,131745,"(American, 1902–1984)",(American),(1902),(1984),(female),1916-23,Album page with collaged gelatin silver prints and papers with handwritten captions,"10 × 13"" (25.4 × 33 cm)",Gift of Peter J. Cohen,886.2010.36,Photograph,Photography,2010-10-07,Y,174358,https://www.moma.org/collection/works/174358,https://www.moma.org/media/W1siZiIsIjI4MzE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=be346b53791f69a2,,,,,25.4000508001,,,33.0200660401,,
"Tormenting, Humiliating, and Barbering the Jews, plate 7 (folio 10) from The Holocaust",Murray Zimiles,6570,"(American, born 1941)",(American),(1941),(0),(male),"1987, published 1988",One from an illustrated book with twelve offset lithographs,"composition (irreg.): 21 5/16 × 29 15/16"" (54.1 × 76 cm); page: 22 1/16 × 29 15/16"" (56 × 76 cm)",Gift of The Lauder Foundation,201.1988.8,Illustrated Book,Drawings & Prints,1988-05-04,Y,13377,https://www.moma.org/collection/works/13377,,,,,,54.1,,,76.0,,
Personnage Dans un Mur,Jacques Prévert,4731,"(French, 1900–1977)",(French),(1900),(1977),(male),,Lithograph,,Joanne M. Stern Fund,2346.1967,Print,Drawings & Prints,1967-10-18,N,78130,,,,,,,,,,,,
Untitled,Max Kaufman,3023,"(American, born Russia)",(American),(0),(0),(male),1941,Pencil on colored paper,"14 x 11 7/8"" (35.5 x 30.2 cm)",Gift of the artist,147.1942,Drawing,Drawings & Prints,1942-03-18,Y,34759,https://www.moma.org/collection/works/34759,https://www.moma.org/media/W1siZiIsIjQ2NjU2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b9962e6e0cb21d2,,,,,35.6,,,30.2,,
"Homosexual Harlequin , plate from the illustrated book Toupies",Jean Lurçat,3641,"(French, 1892–1966)",(French),(1892),(1966),(male),1925,Etching and pochoir,"plate: 10 5/8 x 7 1/16"" (27 x 18 cm); sheet: 14 3/4 x 11"" (37.5 x 28 cm)",Gift of Abby Aldrich Rockefeller,402.1940.13,Illustrated Book,Drawings & Prints,1940-04-05,Y,16691,https://www.moma.org/collection/works/16691,https://www.moma.org/media/W1siZiIsIjE2MTgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4d48b16fb2fea6d7,,,,,27.0,,,18.0,,
Worker and Farmer International,Yuri Avvakumov,74772,"(Russian, born 1957)",(Russian),(1957),(0),(male),1990–1991,Silkscreen on newsprint,"23 5/8 × 16 9/16"" (60 × 42 cm)",Committee on Architecture and Design Funds,744.2018,Architecture,Architecture & Design,2018-10-15,Y,290056,https://www.moma.org/collection/works/290056,https://www.moma.org/media/W1siZiIsIjQ0ODU4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=16c1a39009e4936a,,,,,60.0,,,42.0,,
VIEILLE MAISON DE LA RUE DES PRÊTRES SAINT SEVERIN,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1912,Albumen silver print,"Approx. 8 9/16 × 7 1/16"" (21.8 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.4914,Photograph,Photography,1968-03-06,N,43228,,,,,,,,,,,,
Canto VI from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(male),1963,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition (irreg.): 14 5/16 x 12 13/16"" (36.4 x 32.5 cm); sheet: 16 1/2 x 12 13/16"" (41.9 x 32.5 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.7,Illustrated Book,Drawings & Prints,1964-04-14,Y,14608,https://www.moma.org/collection/works/14608,https://www.moma.org/media/W1siZiIsIjE5MDAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2b8e444fd37d21eb,,,,,36.4,,,32.5,,
Facing a Family,VALIE EXPORT,7816,"(Austrian, born 1940)",(Austrian),(1940),(0),(female),1971,"Video (black and white, sound)",4:37 min.,Gift of VALIE EXPORT and Miryam and Daniel Charim,546.2012,Video,Media and Performance,2012-02-16,Y,159673,https://www.moma.org/collection/works/159673,https://www.moma.org/media/W1siZiIsIjI1MDM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4ed9a4dc179081e0,,,,,,,,,,277.0
Untitled,Gilles Peress,4554,"(French, born 1946)",(French),(1946),(0),(male),1994,Gelatin silver print,"36 × 55"" (91.4 × 139.7 cm)",Gift of Susan and Peter MacGill,45.2007.7,Photograph,Photography,2007-02-15,Y,105831,https://www.moma.org/collection/works/105831,https://www.moma.org/media/W1siZiIsIjExNDY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4bab9eef78655f4,,,,,91.4402,,,139.7003,,
In a Yard Diner. (two men in diner),Simpson Kalisher,2972,"(American, 1926–2023)",(American),(1926),(2023),(male),1955,"Gelatin silver print, printed c. 1961","5 11/16 × 8 1/4"" (14.5 × 21 cm)",Gift of Gloria Richards,371.1998.10,Photograph,Photography,1998-06-11,N,51983,,,,,,,14.5,,,21.0,,
"Page from Sketchbook #61, New York City",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1968-69,"Page from a spiral-bound sketchbook with pencil, ink, ballpoint pen, felt-tip pen, and colored ink on paper","14 × 11 1/2"" (35.6 × 29.2 cm)",Gift of Jack Shear,355.2020.21,Notebook,Drawings & Prints,2020-12-09,N,441396,,,,,0.0,,35.6,,,29.2,,
"Herbert Greenwald Apartment Project, Chicago, IL (Fireplace details. Sections. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1951—1953,Pencil on paper,(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR5111.19,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462940,,,,,,,,,,,,
Ants from In the Shadows (Im Schatten),George Grosz,2374,"(American, born Germany. 1893–1959)",(American),(1893),(1959),(male),"c. 1920, published 1921",One from a portfolio of ten offset lithographs (including title page),"composition (irreg.): 10 1/4 x 14 13/16"" (26.1 x 37.7 cm); sheet: 14 1/16 x 19 1/8"" (35.7 x 48.6 cm)",Purchase,139.1945.2,Print,Drawings & Prints,1945-04-26,Y,115075,https://www.moma.org/collection/works/115075,https://www.moma.org/media/W1siZiIsIjExMzQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b07f3956e9815589,,,,,26.1,,,37.7,,
Initial U and in-text plate (page 99) from PANTAGRUEL,André Derain,1500,"(French, 1880–1954)",(French),(1880),(1954),(male),1943,,"Initial (comp.): 1 11/16 x 1 9/16"" (4.3 x 4.0 cm)  Plate (comp.):  3 7/16 x 3 1/8"" (8.8 x 8.0 cm)",The Louis E. Stern Collection,795.1964.78,Illustrated Book,Drawings & Prints,1964-10-06,N,24504,,,,,,,4.3,,,4.0,,
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,69904,"(Indian, born 1934)",(Indian),(1934),(0),(male),1967,Gelatin silver prints,various dims.,Committee on Architecture and Design Funds,71.2018.1-6,Architecture,Architecture & Design,2018-02-12,N,282367,,,,,,,,,,,,
La Passante (The Passerby),Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(male),"1891, published 1892",Illustrated book with one etching and drypoint,"plate: 3 11/16 × 2 3/16"" (9.3 × 5.5 cm); page: 6 9/16 × 4 7/16"" (16.7 × 11.2 cm)",Gift of The Ian Woodner Family Collection,164.2000,Illustrated Book,Drawings & Prints,2000-03-02,Y,12565,https://www.moma.org/collection/works/12565,https://www.moma.org/media/W1siZiIsIjM5NDkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e8b4416c204ac2ea,,,,,9.3,,,5.5,,
"IIT Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Cut-out details. Plan, sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1949—1952,Pencil on paper,(53.3 x 71.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR4903.111,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,459031,,,,,,,,,,,,
Untitled,Jasper Johns,2923,"(American, born 1930)",(American),(1930),(0),(male),1983,Monotype,"composition: 31 1/16 x 90 5/8"" (78.9 x 230.2 cm); sheet: 37 3/8 x 96 5/8"" (95 x 245.4 cm)",Gift of The Lilja Art Fund Foundation,255.1991,Print,Drawings & Prints,1991-10-16,Y,65352,https://www.moma.org/collection/works/65352,https://www.moma.org/media/W1siZiIsIjI1NTM4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e6286f316945d600,,,,,78.9,,,230.2,,
"Between the Frames, Chapter 7: The Media",Antonio Muntadas,7676,"(Spanish, born 1942)",(Spanish),(1942),(0),(male),1991,"Video (color, sound)",48:25 min.,Acquired through the generosity of Barbara Wise ,972.1998.7,Video,Media and Performance,1998-01-01,Y,118388,https://www.moma.org/collection/works/118388,https://www.moma.org/media/W1siZiIsIjE1MTY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=368e42ee5aa23b48,,,,,,,,,,0.0
"Plate (folio 13) from C'est les bottes de 7 lieues: Cette phrase ""Je me vois""",André Masson,3821,"(French, 1896–1987)",(French),(1896),(1987),(male),1926,Etching from an illustrated book with four etchings,"plate: 9 3/8 x 6"" (23.8 x 15.3 cm); page: 12 5/8 x 9 7/16"" (32 x 24 cm)","Gift of Walter P. Chrysler, Jr.",590.1949.4,Illustrated Book,Drawings & Prints,1949-09-29,N,19330,,,,,,,23.8,,,15.3,,
Urbe: Super-poema bolchevique en 5 cantos (Bolshevik Super Poem in 5 Parts),Jean Charlot,1074,"(American, born France. 1898–1979)",(American),(1898),(1979),(male),1924,Illustrated book with seven woodcuts,"page (each): 9 1/16 × 6 11/16"" (23 × 17 cm)",Gift of Mrs. René d'Harnoncourt,72.1984.1-7,Illustrated Book,Drawings & Prints,1984-02-01,Y,10989,https://www.moma.org/collection/works/10989,,,,,,23.0,,,17.0,,
Self-Portrait with Erna (Selbstbildnis mit Erna),Ernst Ludwig Kirchner,3115,"(German, 1880–1938)",(German),(1880),(1938),(male),(1933),Woodcut,"composition: 19 5/8 x 13 7/8"" (49.9 x 35.2 cm); sheet (irreg.): 23 1/16 x 15 15/16"" (58.5 x 40.5 cm)",Gift of Samuel A. Berger,370.1954,Print,Drawings & Prints,1954-09-30,Y,67930,https://www.moma.org/collection/works/67930,https://www.moma.org/media/W1siZiIsIjExMzQ4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=60e3c268d13b4723,,,,,49.9,,,35.2,,
Untitled (Twintig),Lajos Kassák,3010,"(Hungarian, 1887–1967)",(Hungarian),(1887),(1967),(male),1921,"Cut-and-pasted printed paper, ink, gouache, and pencil on embossed paper","8 x 6 1/4"" (20.3 x 15.9 cm)",The Riklis Collection of McCrory Corporation,903.1983,Drawing,Drawings & Prints,1985-09-10,Y,38233,https://www.moma.org/collection/works/38233,,,,,,20.32,,,15.875,,
Untitled from the series Real Life Dramas,Mary E. Frey,1997,"(American, born 1948)",(American),(1948),(0),(female),1984-87,Chromogenic print,"sheet  24 × 20"" (61 × 50.8 cm)",Gift of the artist,98.1987,Photograph,Photography,1987-04-16,Y,46254,https://www.moma.org/collection/works/46254,https://www.moma.org/media/W1siZiIsIjE4NjYxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e4a1727c495767fb,,,,,61.0,,,50.8,,
Untitled,Thomas Roma,5006,"(American, born 1950)",(American),(1950),(0),(male),1974-80,Gelatin silver print,"5 1/2 × 8 1/4"" (14 × 20.9 cm)",Acquired with matching funds from Jo Carole and Ronald S. Lauder and the National Endowment for the Arts,48.1981.25,Photograph,Photography,1981-02-26,Y,44779,https://www.moma.org/collection/works/44779,https://www.moma.org/media/W1siZiIsIjE3OTM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=43906074c80085bc,,,,,14.0,,,20.9,,
"DIE KRUEZIGUNG from the portfolio GRUPPE ""BEWEGUNG"" MOSKAU 1962-1965",Anatolij Krivtschikov,6773,,(Russian),(0),(0),(),"1963, published 1969.",Silkscreen,,Gift of Mrs. Wolfgang Schoenborn,442.1970.4,Print,Drawings & Prints,1970-10-22,N,69195,,,,,,,,,,,,
CALLIGRAPHIC STUDY IV from the series CALLIGRAPHIC STUDIES,Robert Motherwell,4126,"(American, 1915–1991)",(American),(1915),(1991),(male),1976,"Light gray, smooth, laid handmade Trent HMP paper","plate  5 7/8 x 7 15/16"" (15 x 20.2 cm)",,429.1978.4,Print,Drawings & Prints,1978-05-22,N,68990,,,,,,,15.0,,,20.2,,
"Infantry Assault, Stalingrad",Georgi Zelma,7978,"(Russian, born Tashkent, Uzbekistan.1906–1984)",(Russian),(1906),(1984),(male),1943,Gelatin silver print,"7 15/16 × 10 3/4"" (20.2 × 27.3 cm)",Gift of Howard Schickler,115.1999,Photograph,Photography,1999-03-11,Y,46481,https://www.moma.org/collection/works/46481,https://www.moma.org/media/W1siZiIsIjI0MTQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dddd0b612a3ec0d7,,,,,20.2,,,27.3,,
Chapter title (page 87) from Le Poème de l'angle droit (The Poem of the Right Angle),Le Corbusier (Charles-Édouard Jeanneret),3426,"(French, born Switzerland. 1887–1965)",(French),(1887),(1965),(male),"1947–53, published 1955","Lithograph from an illustrated book with 121 lithographs, including covers (one with collage)","composition (irreg.): 13 1/16 × 10 1/4"" (33.2 × 26 cm); page (each): 16 9/16 × 12 11/16"" (42 × 32.3 cm)",The Louis E. Stern Collection,886.1964.66,Illustrated Book,Drawings & Prints,1964-10-06,Y,27193,https://www.moma.org/collection/works/27193,,,,,,33.2,,,26.0,,
Plate (folio 5 verso) from AJOURNEMENT,Jacques Villon,6165,"(French, 1875–1963)",(French),(1875),(1963),(male),1960,"Etching, printed in black","plate  12 1/2 x 8 3/4"" (31.7 x 22.3 cm)",Gift of Raymond J. Learsy,187.1987.1,Illustrated Book,Drawings & Prints,1987-05-14,N,13276,,,,,,,31.7,,,22.3,,
Untitled from Moonstrips Empire News,Eduardo Paolozzi,4488,"(British, 1924–2005)",(British),(1924),(2005),(male),1967,One from a portfolio of 101 screenprints (including title page and colophon),"composition and sheet: 14 15/16 x 9 15/16"" (38 x 25.3 cm)",Gift of the artist,2463.1967.51,Print,Drawings & Prints,1967-12-13,Y,32717,https://www.moma.org/collection/works/32717,https://www.moma.org/media/W1siZiIsIjEyNDAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d75b10a02ce071f0,,,,,38.0,,,25.3,,
"Ferme, Abbeville",Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),Probably before 1898,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.1673,Photograph,Photography,1968-03-06,Y,39628,https://www.moma.org/collection/works/39628,https://www.moma.org/media/W1siZiIsIjE0OTE3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1ead9138d02d4734,,,,,,,,,,
"The Colt (La Potranca) from 21 Printmakers from Colombia, Mexico and Venezuela (21 Estampadores de Colombia, Mexico y Venezuela)",Francisco Corzas,6781,"(Mexican, 1936–1983)",(Mexican),(1936),(1983),(male),1972,"Intaglio from a portfolio of ten intaglios, seven screenprints, three lithographs, and one aquatint","composition: 14 1/2 × 18 5/8"" (36.9 × 47.3 cm); sheet: 22 1/8 × 29 3/4"" (56.2 × 75.5 cm)","Gift of Cartón y Papel de México, S.A",184.1973.8,Print,Drawings & Prints,1973-05-07,Y,63979,https://www.moma.org/collection/works/63979,https://www.moma.org/media/W1siZiIsIjIwNzE4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=432bc35d304d2881,,,,,36.9,,,47.3,,
